time(s)					voltage (mv)	control	SB488	SB488+SB779	diff (TRPV4 current)
0.866					73.9746		29.2969		239.563		71.106	    168.457
0.8665					74.0601		32.6538		244.141		72.3267	    171.8143
0.867					74.1516		35.4004		241.699		75.3784	    166.3206
0.8675					74.2554		34.4849		229.797		76.9043	    152.8927
0.868					74.3713		32.0435		239.868		77.2095	    162.6585
0.8685					74.4629		32.3486		243.225		74.7681	    168.4569
0.869					74.5483		31.7383		243.835		75.3784	    168.4566
0.8695					74.6582		32.959		250.549		73.5474	    177.0016
0.87					74.762		33.5693		243.53		71.4111	    172.1189
0.8705					74.8474		32.959		236.816		75.3784	    161.4376
0.871					74.9512		35.7056		239.258		72.937	    166.321
0.8715					75.0549		34.1797		244.751		77.8198	    166.9312
0.872					75.1587		32.0435		246.887		69.8853	    177.0017
0.8725					75.2502		33.8745		251.77		76.9043	    174.8657
0.873					75.354		31.7383		257.874		76.9043	    180.9697
0.8735					75.47		33.8745		260.01		79.9561	    180.0539
0.874					75.5432		35.0952		249.329		84.8389	    164.4901
0.8745					75.6653		33.5693		243.835		83.313	    160.522
0.875					75.7629		33.5693		244.751		80.5664	    164.1846
0.8755					75.8667		36.0107		245.056		74.4629	    170.5931
0.876					75.9644		33.5693		246.277		73.8525	    172.4245
0.8765					76.0559		34.79		245.972		72.937	    173.035
0.877					76.1475		32.6538		245.361		81.1768	    164.1842
0.8775					76.2573		35.7056		249.939		74.1577	    175.7813
0.878					76.3489		34.79		260.315		78.7354	    181.5796
0.8785					76.4465		33.2642		256.042		75.0732	    180.9688
0.879					76.532		33.5693		263.367		78.7354	    184.6316
0.8795					76.6357		36.9263		256.653		75.0732	    181.5798
0.88					76.7456		35.4004		266.418		78.125	    188.293
0.8805					76.8494		35.0952		262.146		77.8198	    184.3262
0.881					76.9348		33.8745		258.179		81.7871	    176.3919
0.8815					77.0569		35.4004		261.536		82.3975	    179.1385
0.882					77.1545		32.959		250.244		78.4302	    171.8138
0.8825					77.2583		32.6538		258.789		79.0405	    179.7485
0.883					77.3376		32.6538		250.854		80.2612	    170.5928
0.8835					77.4414		32.3486		258.789		80.5664	    178.2226
0.884					77.5452		34.4849		268.25		83.6182	    184.6318
0.8845					77.6367		36.0107		273.132		84.2285	    188.9035
0.885					77.7527		36.9263		264.587		78.7354	    185.8516
0.8855					77.8503		35.4004		270.691		76.5991	    194.0919
0.886					77.948		33.8745		270.691		81.4819	    189.2091
0.8865					78.0518		32.959		264.587		76.5991	    187.9879
0.887					78.1616		33.2642		260.01		82.0923	    177.9177
0.8875					78.2593		34.4849		271.301		81.1768	    190.1242
0.888					78.3264		31.1279		271.912		81.4819	    190.4301
0.8885					78.4424		35.7056		266.724		78.4302	    188.2938
0.889					78.54		34.79		263.062		83.6182	    179.4438
0.8895					78.6316		35.7056		258.789		86.9751	    171.8139
0.89					78.7659		31.7383		274.658		83.313	    191.345
0.8905					78.8391		34.79		262.451		83.6182	    178.8328
0.891					78.9551		35.0952		262.756		86.3647	    176.3913
0.8915					79.0527		37.2314		266.113		84.5337	    181.5793
0.892					79.1321		36.6211		266.113		87.5854	    178.5276
0.8925					79.2358		36.6211		258.179		87.2803	    170.8987
0.893					79.3518		37.5366		263.672		82.3975	    181.2745
0.8935					79.4495		35.7056		268.555		80.2612	    188.2938
0.894					79.4495		35.7056		268.555		80.2612	    188.2938
0.8945					79.6387		36.6211		265.503		83.9233	    181.5797
0.895					79.7363		37.5366		275.879		79.9561	    195.9229
0.8955					79.8401		38.4521		268.555		76.5991	    191.9559
0.896					79.9438		39.3677		253.906		82.0923	    171.8137
0.8965					80.0354		38.147		258.179		80.5664	    177.6126
0.897					80.1453		39.3677		269.775		83.6182	    186.1568
0.8975					80.2368		36.6211		272.217		84.5337	    187.6833
0.898					80.3284		36.0107		267.334		82.3975	    184.9365
0.8985					80.4565		36.9263		271.301		82.3975	    188.9035
0.899					80.5298		40.8936		277.71		86.6699	    191.0401
0.8995					80.6458		37.2314		276.794		84.2285	    192.5655
0.9					80.7495		36.3159		266.724		87.5854	    179.1386
0.9005					80.8533		37.2314		263.367		88.501	    174.866
0.901					80.9509		36.0107		280.762		86.6699	    194.0921
0.9015					81.0364		39.978		285.339		90.332	    195.007
0.902					81.134		41.5039		267.944		90.0269	    177.9171
0.9025					81.2439		36.0107		279.846		90.6372	    189.2088
0.903					81.3354		36.0107		285.645		92.1631	    193.4819
0.9035					81.4453		37.8418		274.963		88.501	    186.462
0.904					81.5369		37.5366		269.775		88.8062	    180.9688
0.9045					81.6162		36.9263		257.568		88.1958	    169.3722
0.905					81.7444		36.6211		266.113		86.0596	    180.0534
0.9055					81.842		36.0107		278.015		95.8252	    182.1898
0.906					81.9336		36.9263		274.658		91.2476	    183.4104
0.9065					82.0251		37.8418		276.184		84.5337	    191.6503
0.907					82.1533		35.4004		280.762		93.689	    187.073
0.9075					82.2266		39.0625		281.677		89.4165	    192.2605
0.908					82.3364		39.6729		280.457		80.8716	    199.5854
0.9085					82.4402		39.978		288.086		85.7544	    202.3316
0.909					82.5439		41.5039		290.222		84.8389	    205.3831
0.9095					82.6355		38.147		287.781		94.2993	    193.4817
0.91					82.7271		41.5039		289.307		90.9424	    198.3646
0.9105					82.843		38.7573		289.917		87.5854	    202.3316
0.911					82.9285		39.6729		287.781		88.501	    199.28
0.9115					83.0383		40.2832		299.683		90.6372	    209.0458
0.912					83.1421		39.978		303.04		86.3647	    216.6753
0.9125					83.2397		40.5884		289.307		87.8906	    201.4164
0.913					83.3374		37.5366		282.898		90.0269	    192.8711
0.9135					83.4412		37.8418		296.021		88.501	    207.52
0.914					83.5388		39.0625		306.702		90.9424	    215.7596
0.9145					83.6304		41.1987		306.702		89.4165	    217.2855
0.915					83.7219		39.6729		298.157		92.7734	    205.3836
0.9155					83.844		40.2832		289.612		96.4355	    193.1765
0.916					83.9355		41.8091		285.339		94.9097	    190.4293
0.9165					84.021		39.3677		277.71		92.4683	    185.2417
0.917					84.1248		39.978		286.255		93.9941	    192.2609
0.9175					84.2224		40.8936		287.781		88.1958	    199.5852
0.918					84.3262		41.1987		289.917		90.0269	    199.8901
0.9185					84.4421		40.5884		307.617		90.9424	    216.6746
0.919					84.5215		41.5039		304.26		93.0786	    211.1814
0.9195					84.6436		41.5039		299.988		98.2666	    201.7214
0.92					84.7412		39.3677		305.176		96.1304	    209.0456
0.9205					84.8145		45.4712		307.617		100.098	    207.519
0.921					84.9121		41.1987		305.481		97.6563	    207.8247
0.9215					85.0403		39.3677		319.519		94.6045	    224.9145
0.922					85.1379		40.8936		313.11		94.6045	    218.5055
0.9225					85.2356		41.8091		307.007		95.2148	    211.7922
0.923					85.321		39.3677		294.8		99.4873	    195.3127
0.9235					85.4248		41.5039		293.579		100.708	    192.871
0.924					85.5286		39.3677		307.312		101.929	    205.383
0.9245					85.6323		41.1987		320.129		100.403	    219.726
0.925					85.7178		41.8091		305.176		104.065	    201.111
0.9255					85.8215		42.7246		300.598		101.013	    199.585
0.926					85.9192		43.335		303.65		99.7925	    203.8575
0.9265					86.0352		40.8936		299.072		98.2666	    200.8054
0.927					86.1145		43.6401		306.091		99.1821	    206.9089
0.9275					86.2305		43.335		303.345		93.689	    209.656
0.928					86.3159		43.6401		307.617		103.455	    204.162
0.9285					86.4319		44.2505		302.734		100.098	    202.636
0.929					86.5417		43.0298		306.702		98.2666	    208.4354
0.9295					86.6211		43.335		320.129		95.52	    224.609
0.93					86.731		43.6401		323.486		91.5527	    231.9333
0.9305					86.8286		45.7764		334.778		95.52	    239.258
0.931					86.9385		41.5039		319.519		100.708	    218.811
0.9315					87.0117		42.1143		314.941		97.0459	    217.8951
0.932					87.1277		41.5039		328.369		97.0459	    231.3231
0.9325					87.2131		44.8608		332.336		94.2993	    238.0367
0.933					87.3291		41.5039		338.135		95.8252	    242.3098
0.9335					87.439		39.6729		337.83		94.6045	    243.2255
0.934					87.5305		40.8936		346.68		99.4873	    247.1927
0.9345					87.6282		41.8091		341.187		101.318	    239.869
0.935					87.7075		42.1143		331.421		103.455	    227.966
0.9355					87.8235		44.5557		327.759		104.065	    223.694
0.936					87.9089		44.2505		328.064		104.37	    223.694
0.9365					88.0188		42.7246		343.018		101.929	    241.089
0.937					88.1042		42.7246		322.266		97.3511	    224.9149
0.9375					88.1958		43.0298		327.759		95.2148	    232.5442
0.938					88.3301		43.335		330.2		101.318	    228.882
0.9385					88.4155		40.5884		312.5		96.7407	    215.7593
0.939					88.5193		44.5557		310.669		101.013	    209.656
0.9395					88.623		45.4712		306.702		101.318	    205.384
0.94					88.6963		44.8608		326.538		97.3511	    229.1869
0.9405					88.8367		43.6401		322.571		107.117	    215.454
0.941					88.9099		44.5557		323.486		103.455	    220.031
0.9415					89.0137		45.4712		332.642		105.591	    227.051
0.942					89.1113		44.5557		336.914		105.591	    231.323
0.9425					89.2029		43.9453		348.206		104.98	    243.226
0.943					89.3005		45.166		357.056		108.337	    248.719
0.9435					89.4226		45.7764		354.004		104.37	    249.634
0.944					89.5142		46.3867		355.835		112.305	    243.53
0.9445					89.6179		43.335		345.154		104.98	    240.174
0.945					89.7217		44.8608		333.862		112.305	    221.557
0.9455					89.8071		43.0298		336.609		105.591	    231.018
0.946					89.9048		45.166		351.563		97.3511	    254.2119
0.9465					90.0146		46.6919		344.849		97.9614	    246.8876
0.947					90.1123		46.6919		351.257		97.6563	    253.6007
0.9475					90.2161		46.0815		355.835		99.7925	    256.0425
0.948					90.3076		46.6919		364.99		104.065	    260.925
0.9485					90.3992		48.5229		366.821		101.929	    264.892
0.949					90.5151		44.8608		355.835		99.1821	    256.6529
0.9495					90.625		46.3867		357.666		111.694	    245.972
0.95					90.7104		48.2178		355.53		113.831	    241.699
0.9505					90.8081		47.3022		357.056		113.525	    243.531
0.951					90.918		47.9126		355.835		111.084	    244.751
0.9515					91.0217		48.8281		346.069		108.032	    238.037
0.952					91.1011		47.6074		351.868		110.168	    241.7
0.9525					91.217		46.6919		348.816		112.61	    236.206
0.953					91.3025		48.8281		361.328		111.694	    249.634
0.9535					91.4185		47.6074		349.731		115.051	    234.68
0.954					91.5283		49.1333		355.835		110.779	    245.056
0.9545					91.6077		51.8799		348.816		115.356	    233.46
0.955					91.7175		48.5229		369.263		117.493	    251.77
0.9555					91.8152		51.5747		362.244		119.324	    242.92
0.956					91.9189		51.5747		361.023		120.239	    240.784
0.9565					91.9922		48.2178		352.478		124.817	    227.661
0.957					92.1082		53.4058		355.835		123.291	    232.544
0.9575					92.1997		51.8799		344.238		117.493	    226.745
0.958					92.3035		56.7627		359.192		115.967	    243.225
0.9585					92.4072		50.9644		370.178		112.915	    257.263
0.959					92.5171		54.3213		368.958		118.103	    250.855
0.9595					92.6086		51.2695		352.783		117.188	    235.595
0.96					92.6941		53.4058		357.666		111.694	    245.972
0.9605					92.8162		53.4058		370.483		115.051	    255.432
0.961					92.8955		52.7954		365.295		113.831	    251.464
0.9615					92.9993		54.6265		356.445		115.356	    241.089
0.962					93.0969		52.7954		354.919		118.408	    236.511
0.9625					93.1946		53.7109		358.582		119.934	    238.648
0.963					93.3105		50.9644		366.821		117.493	    249.328
0.9635					93.4082		51.5747		358.276		117.493	    240.783
0.964					93.512		47.3022		360.718		122.986	    237.732
0.9645					93.6035		46.0815		352.783		119.629	    233.154
0.965					93.689		47.3022		355.53		125.427	    230.103
0.9655					93.811		44.2505		353.394		119.629	    233.765
0.966					93.9087		45.166		361.633		123.291	    238.342
0.9665					94.0002		48.2178		363.464		124.512	    238.952
0.967					94.0857		45.7764		356.445		127.258	    229.187
0.9675					94.1895		46.0815		367.432		120.544	    246.888
0.968					94.2993		46.0815		375.366		126.648	    248.718
0.9685					94.4153		45.7764		369.263		124.512	    244.751
0.969					94.4946		49.7437		374.756		131.531	    243.225
0.9695					94.6106		44.8608		373.23		123.901	    249.329
0.97					94.7144		47.9126		376.892		121.155	    255.737
0.9705					94.7876		51.2695		380.554		119.629	    260.925
0.971					94.8792		48.5229		388.184		126.648	    261.536
0.9715					95.0134		46.0815		373.23		120.85	    252.38
0.972					95.105		47.6074		378.113		126.038	    252.075
0.9725					95.2087		47.9126		373.23		120.85	    252.38
0.973					95.2881		46.9971		374.451		126.343	    248.108
0.9735					95.3979		48.5229		368.042		130.615	    237.427
0.974					95.4956		47.3022		381.165		137.634	    243.531
0.9745					95.6116		48.2178		371.704		130.005	    241.699
0.975					95.7031		48.2178		368.958		127.869	    241.089
0.9755					95.7886		49.7437		373.84		134.277	    239.563
0.976					95.9045		52.7954		378.723		130.615	    248.108
0.9765					96.0144		48.8281		368.958		132.751	    236.207
0.977					96.0876		51.5747		373.84		129.395	    244.445
0.9775					96.1975		50.6592		375.671		130.005	    245.666
0.978					96.283		49.7437		380.249		124.207	    256.042
0.9785					96.405		52.4902		382.08		132.751	    249.329
0.979					96.5088		50.6592		380.554		130.31	    250.244
0.9795					96.6064		52.4902		376.587		130.005	    246.582
0.98					96.698		49.1333		390.93		133.057	    257.873
0.9805					96.8018		53.1006		387.878		135.803	    252.075
0.981					96.9055		51.8799		378.723		128.784	    249.939
0.9815					96.9849		50.6592		370.178		133.057	    237.121
0.982					97.0947		53.1006		370.483		131.836	    238.647
0.9825					97.1863		54.3213		378.113		136.719	    241.394
0.983					97.3022		53.7109		377.502		137.024	    240.478
0.9835					97.406		51.8799		383.911		132.141	    251.77
0.984					97.5159		51.8799		376.892		137.329	    239.563
0.9845					97.6013		51.5747		385.437		130.31	    255.127
0.985					97.6807		54.6265		382.69		132.141	    250.549
0.9855					97.7966		53.7109		390.93		132.446	    258.484
0.986					97.8821		54.0161		394.592		141.907	    252.685
0.9865					97.9858		57.9834		382.69		144.653	    238.037
0.987					98.0652		57.6782		380.249		146.179	    234.07
0.9875					98.1689		55.542		378.113		144.043	    234.07
0.988					98.3032		57.9834		366.516		137.939	    228.577
0.9885					98.3887		55.2368		387.573		144.348	    243.225
0.989					98.4924		57.6782		375.977		144.958	    231.019
0.9895					98.5962		54.3213		375.977		144.348	    231.629
0.99					98.6694		57.9834		352.478		148.01	    204.468
0.9905					98.7976		54.3213		347.9		154.419	    193.481
0.991					98.877		57.0679		368.652		149.231	    219.421
0.9915					98.9807		57.6782		375.061		142.822	    232.239
0.992					99.0906		57.6782		366.211		148.621	    217.59
0.9925					99.1821		57.0679		363.77		145.874	    217.896
